Brand,ModelName,ProcessorBrand,ProcessorName,ProcessorGeneration,OS,RAM,HDD,SSD,StorageDrive,GraphicCardBrand,GraphicCardSize,Stars,Ratings,Reviews,Price,Discount(%)
ASUS,ASUS ASUS TUF Gaming Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,16,0,512 GB,512 GB SSD,NVIDIA,4.0,4.5,1112.0,154.0,80990,25.0
HP,HP Pavilion Gaming Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,16,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,4.0,4.5,1212.0,127.0,75990,18.0
DELL,DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 11,8,1 TB,0,1 TB HDD,not mentioned,0.0,3.6,411.0,55.0,33990,33.0
Lenovo,Lenovo Ideapad Flex 5 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad Flex 5 14LT05 UA 2 ...,Intel,Core i3,11th Gen,Windows 11,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.4,312.0,42.0,51990,31.0
MSI,MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,16,0,1 TB,1 TB SSD,not mentioned,8.0,4.7,137.0,27.0,94990,34.0
DELL,DELL Vostro Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5415 Thin and Light Lap...,AMD,Ryzen 5Core,Ryzen 5,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,0.0,0.0,59490,9.0
ASUS,ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop,Intel,Core i3,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,3.7,10.0,0.0,41690,26.0
HP,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-FR2508TU Laptop,Intel,Core i3,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.1,90.0,8.0,42490,17.0
ASUS,ASUS ROG Strix G15 (2021) Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.5,160.0,17.0,76990,15.0
DELL,DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G15...,Intel,Core i7,12th Gen,Windows 11,16,0,1 TB,1 TB SSD,NVIDIA,6.0,0.0,0.0,0.0,138990,21.0
DELL,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511,Inspiron 300...",Intel,Core i3,11th Gen,Windows 11,8,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,4.3,980.0,127.0,44490,22.0
ASUS,ASUS ROG Strix G15 (2020) Octa Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,Intel,Core i7,10th Gen,Windows 10,16,0,1 TB,1 TB SSD,NVIDIA,4.0,4.6,288.0,46.0,92590,20.0
DELL,DELL INSPIRON Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop,Intel,Core i3,10th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,4.0,542.0,49.0,42090,12.0
Lenovo,Lenovo Ideapad S145 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) S145-15IKB Thin and Light Laptop,Intel,Core i3,7th Gen,Windows 10,4,1 TB,0,1 TB HDD,not mentioned,0.0,4.0,5328.0,660.0,30990,3.0
HP,HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Lapt...,AMD,Ryzen 7Core,Ryzen 7,Windows 11,16,0,1 TB,1 TB SSD,not mentioned,0.0,0.0,0.0,0.0,79790,27.0
DELL,DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3501 Thin and Light La...,Intel,Core i5,11th Gen,Windows 10,4,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,4.1,45.0,5.0,55990,6.0
ASUS,ASUS ROG Strix G15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,Intel,Core i7,10th Gen,Windows 10,16,0,512 GB,512 GB SSD,NVIDIA,4.0,4.5,462.0,64.0,84990,2.0
ASUS,ASUS ROG Strix G15 Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,AMD,Ryzen 7Core,Ryzen 7,Windows 11,16,0,1 TB,1 TB SSD,NVIDIA,4.0,4.8,4.0,2.0,114990,19.0
ASUS,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.4,3975.0,392.0,65990,26.0
DELL,DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3405 Thin and Ligh...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.3,975.0,111.0,41990,29.0
acer,acer Predator Helios 300 Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,Intel,Core i9,11th Gen,Windows 11,32,0,1 TB,1 TB SSD,NVIDIA,8.0,0.0,0.0,0.0,169990,15.0
HP,HP 15s Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light Laptop,AMD,Ryzen 3Core,Ryzen 3,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,269.0,41.0,40890,8.0
ASUS,ASUS Vivobook 17 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X712EA-AU521WS Laptop,Intel,Core i5,11th Gen,Windows 11,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.0,4.0,1.0,57838,32.0
DELL,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,18.0,2.0,71990,24.0
HP,HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3038TU Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,4.0,2369.0,291.0,44990,9.0
realme,realme Book(Slim) Intel Evo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002 Thin and Lig...,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,3860.0,554.0,55990,20.0
ASUS,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) U...,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,12.0,2.0,79990,31.0
DELL,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin an...,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,2.0,4.3,15.0,0.0,65990,25.0
APPLE,APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYDA2HN/A,Apple,np.NaN,,Mac OS,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.7,677.0,75.0,107990,12.0
MSI,MSI GF63 Thin Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.5,1862.0,253.0,69990,16.0
HP,HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop,Intel,Core i3,11th Gen,Windows 11,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.5,42.0,2.0,53990,14.0
Lenovo,Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub T...,Intel,Core i5,11th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.3,404.0,40.0,48490,35.0
ASUS,ASUS Ryzen 3 Quad Core 3rd Gen - (8 GB/256 GB SSD/Windows 11 Home) M515DA-BR322WS Laptop,AMD,Ryzen 3Core,Ryzen 3,Windows 11,8,0,256 GB,256 GB SSD,not mentioned,0.0,0.0,0.0,0.0,36949,25.0
RedmiBook,RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.2,1204.0,165.0,40990,21.0
ASUS,ASUS ROG Strix SCAR 17 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,Intel,Core i9,12th Gen,Windows 11,32,0,1 TB,1 TB SSD,NVIDIA,8.0,5.0,3.0,2.0,234990,18.0
acer,acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Lap...,Intel,Core i5,11th Gen,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,3.9,37.0,4.0,53290,18.0
ASUS,ASUS TUF Gaming F15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,Intel,Core i7,12th Gen,Windows 11,16,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,0.0,0.0,116990,15.0
Lenovo,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,3.7,6.0,0.0,40990,36.0
Lenovo,Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.3,502.0,43.0,53990,21.0
Lenovo,Lenovo Thinkpad Ryzen 5 Hexa Core 5600U - (8 GB/512 GB SSD/DOS) E14 AMD Gen3 Thin and Light Laptop,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,25.0,4.0,56990,27.0
ASUS,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) U...,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,12.0,2.0,79990,31.0
DELL,DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,2.0,4.0,213.0,18.0,55690,36.0
Lenovo,Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,4.6,318.0,32.0,60990,34.0
ASUS,ASUS VivoBook Flip 14 (2022) Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) TM420UA-EC501TS 2 i...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,181.0,35.0,62990,16.0
HP,HP Pavilion x360 Convertible Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1048TU Thin an...,Intel,Core i5,11th Gen,Windows 11,16,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,0.0,0.0,75190,4.0
HP,HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ec0000AX Thi...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,2.0,4.2,102.0,14.0,64990,13.0
Lenovo,Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home) 15ALC05 A|| 15ALC05...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,231.0,31.0,67990,27.0
DELL,DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) ...,Intel,Core i7,12th Gen,Windows 11,16,0,1 TB,1 TB SSD,NVIDIA,4.0,0.0,0.0,0.0,117490,22.0
acer,acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graph...,Intel,Core i7,10th Gen,Windows 10,16,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,4.5,1379.0,192.0,99990,33.0
ASUS,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L5...,Intel,Core i5,11th Gen,Windows 11,16,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,4.7,23.0,4.0,69990,18.0
HP,HP 14s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-dy2500TU Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.2,1551.0,195.0,37990,12.0
ASUS,ASUS Vivobook Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,Intel,Core i7,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.5,30.0,4.0,63990,28.0
APPLE,APPLE MacBook Pro M1 - (8 GB/1 TB SSD/Mac OS Big Sur) Z11B0008S,Apple,np.NaN,,Mac OS,8,0,1 TB,1 TB SSD,not mentioned,0.0,4.7,677.0,75.0,149990,8.0
ASUS,ASUS ZenBook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX325EA-KG502WS Thin and Light Lapto...,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,5.0,3.0,0.0,69990,19.0
MSI,MSI GF63 Thin Hexa Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,Intel,Core i5,10th Gen,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,4.4,2817.0,294.0,54990,28.0
DELL,DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Vostro 3400 Thin and Li...,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,2.0,0.0,0.0,0.0,55490,35.0
Infinix,Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and ...,Intel,Core i7,10th Gen,Windows 11,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.2,141.0,31.0,50990,27.0
DELL,DELL Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop,Intel,Core i3,10th Gen,Windows 10,4,0,256 GB,256 GB SSD,not mentioned,0.0,4.4,652.0,65.0,39490,11.0
HP,HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.4,2180.0,248.0,59990,0.0
HP,HP Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3032tu Thin and Light Laptop,Intel,Celero,,Windows 11,8,0,256 GB,256 GB SSD,not mentioned,0.0,3.9,33.0,2.0,32990,10.0
MSI,MSI Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-862IN Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.2,41.0,8.0,37990,32.0
ASUS,ASUS Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 10 Home/NVIDIA GeForce GTX 1650/144 HZ) GA40...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.5,19.0,5.0,79990,38.0
Lenovo,Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.3,502.0,43.0,53990,21.0
ASUS,ASUS Vivobook Ultra K14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K14 Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,3.0,2.0,44490,24.0
ASUS,ASUS Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ562TS Thin and Light...,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.3,1673.0,154.0,49990,20.0
ASUS,ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/2 GB Graphic...,Intel,Core i7,11th Gen,Windows 11,16,0,1 TB,1 TB SSD,not mentioned,2.0,0.0,0.0,0.0,134990,18.0
Lenovo,Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,4.6,318.0,32.0,60990,34.0
HP,HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3038TU Thin and Light Laptop,Intel,Core i3,11th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,4.0,2369.0,291.0,44990,9.0
acer,acer Intel EVO Swift 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-511 Thin and Light L...,Intel,Core i5,11th Gen,Windows 11,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.5,22.0,2.0,59990,33.0
ASUS,ASUS Vivobook Gaming Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,Intel,Core i5,9th Gen,Windows 10,8,0,512 GB,512 GB SSD,NVIDIA,4.0,4.3,1714.0,230.0,54990,28.0
ASUS,ASUS ROG Strix G15 (2020) Octa Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,Intel,Core i7,10th Gen,Windows 10,16,0,1 TB,1 TB SSD,NVIDIA,4.0,4.6,288.0,46.0,92590,20.0
ASUS,ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,Intel,Core i5,12th Gen,Windows 11,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.7,6.0,2.0,74990,24.0
HP,HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14-ec0035AU Thin and Light Lap...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,400.0,57.0,58990,13.0
ASUS,ASUS Vivobook 14 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB372WS Thin and...,Intel,Core i3,11th Gen,Windows 11,8,1 TB,256 GB,1 TB HDD 256 GB SSD,not mentioned,0.0,4.1,89.0,11.0,38890,32.0
DELL,DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) vostro 3400/vostro 3401 Thin and Light Lapto...,Intel,Core i3,11th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,4.0,2056.0,202.0,40990,1.0
Lenovo,Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) E15 Laptop,Intel,Core i5,11th Gen,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,21.0,2.0,77990,2.0
APPLE,APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP52HN/A,Intel,Core i5,10th Gen,Mac OS,16,0,1 TB,1 TB SSD,not mentioned,0.0,4.8,91.0,4.0,174990,10.0
ASUS,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) K513EA-L302TS Thin ...,Intel,Core i3,11th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.5,940.0,172.0,46990,20.0
ASUS,ASUS Vivobook Gaming Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,Intel,Core i7,10th Gen,Windows 10,16,1 TB,256 GB,1 TB HDD 256 GB SSD,NVIDIA,4.0,4.2,53.0,8.0,68990,29.0
HP,HP 14s Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- ER0503TU Thin and Light Laptop,Intel,Core i5,10th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.1,33.0,5.0,53880,30.0
ASUS,ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Lapt...,Intel,Core i3,11th Gen,Windows 11,8,0,256 GB,256 GB SSD,not mentioned,0.0,0.0,0.0,0.0,49990,25.0
acer,acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5-5500U hexa-core - (8 GB/512 GB SSD/Windows 10 Home) A515-4...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,50.0,6.0,51990,20.0
HP,HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 14-ec0033AU Thin and Light La...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,25.0,3.0,59890,17.0
ASUS,ASUS ROG Strix G15 Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,AMD,Ryzen 7Core,Ryzen 7,Windows 11,16,0,512 GB,512 GB SSD,NVIDIA,4.0,0.0,0.0,0.0,108990,18.0
DELL,DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) vostro 3400/vostro 3401 Thin and Light Lapto...,Intel,Core i3,11th Gen,Windows 10,8,1 TB,0,1 TB HDD,not mentioned,0.0,4.0,2056.0,202.0,40990,1.0
Lenovo,Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) E15 Laptop,Intel,Core i5,11th Gen,Windows 10,16,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,21.0,2.0,77990,2.0
APPLE,APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A,Apple,np.NaN,,Mac OS,16,0,1 TB,1 TB SSD,not mentioned,0.0,4.8,63.0,12.0,225990,5.0
ASUS,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) K513EA-L302TS Thin ...,Intel,Core i3,11th Gen,Windows 10,8,0,256 GB,256 GB SSD,not mentioned,0.0,4.5,940.0,172.0,46990,20.0
acer,acer Aspire 5 Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R9PX Thin and Light ...,AMD,Ryzen 7Core,Ryzen 7,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,0.0,0.0,0.0,57990,27.0
Lenovo,Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop,Intel,Core i5,11th Gen,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,28.0,4.0,65990,15.0
HP,HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14-ec0035AU Thin and Light Lap...,AMD,Ryzen 5Core,Ryzen 5,Windows 10,8,0,512 GB,512 GB SSD,not mentioned,0.0,4.4,400.0,57.0,58990,13.0
